"cnes","ano","te_sfa"
2079836,2022,0.826674154865806
2079860,2022,0.827606028816392
2079895,2022,0.795387944745865
2079925,2022,0.824012469851749
2080028,2022,0.926127347569051
2080044,2022,0.645342983049211
2080052,2022,0.913156718007749
2080079,2022,0.903758935165048
2080087,2022,0.871810670182556
2080095,2022,0.811944123339057
2080125,2022,0.766706338974479
2080192,2022,0.513014957112955
2080222,2022,0.621645234622797
2080273,2022,0.999432809554112
2080281,2022,0.795164197813979
2080338,2022,0.999434065027037
2080346,2022,0.911720164896104
2080354,2022,0.412498058528837
2080400,2022,0.739791865198384
2080427,2022,0.924512673091112
2080478,2022,0.855796455676969
2080532,2022,0.544209131580949
2080575,2022,0.175165626667819
2080583,2022,0.902614201876685
2080664,2022,0.897718643335411
2080680,2022,0.999431932991712
2080923,2022,0.790195061323121
2080931,2022,0.855511818113672
2080958,2022,0.811343800987024
2081059,2022,0.929261194570464
2081083,2022,0.9994311852286
2081091,2022,0.867461112769957
2081105,2022,0.70907141032053
2081164,2022,0.389478691302596
2081253,2022,0.716048347618259
2081261,2022,0.851192851390467
2081350,2022,0.824577878321738
2081377,2022,0.79999797087142
2081458,2022,0.863151877885612
2081466,2022,0.515119653970292
2081482,2022,0.690661264457893
2081490,2022,0.916347744513739
2081512,2022,0.703809564972395
2081555,2022,0.887224086036715
2081695,2022,0.999433235118882
2081725,2022,0.54961145677512
2081814,2022,0.76869250607874
2081873,2022,0.733608500091949
2081970,2022,0.92425462207417
2082098,2022,0.854487899185957
2082128,2022,0.846387936842694
2082179,2022,0.566253599243065
2082187,2022,0.950303954685243
2082225,2022,0.889525647627117
2082276,2022,0.888967194810689
2082322,2022,0.762453472417273
2082349,2022,0.939971130514549
2082381,2022,0.91383435540098
2082454,2022,0.506298244918712
2082470,2022,0.389678800770239
2082519,2022,0.732179707676266
2082527,2022,0.774884668376301
2082586,2022,0.813681919319336
2082594,2022,0.903830447068418
2082632,2022,0.811785390900752
2082640,2022,0.822151420006907
2082659,2022,0.858547867974273
2082667,2022,0.907466608727512
2082675,2022,0.288654699467316
2082691,2022,0.741572773346541
2082721,2022,0.893408743088686
2082748,2022,0.83168181331679
2082810,2022,0.831655431941832
2082829,2022,0.932389316039902
2082845,2022,0.749585144375657
2082853,2022,0.784958944726466
2082861,2022,0.92325896978735
2082888,2022,0.781555252759434
2082926,2022,0.874258063859434
2083019,2022,0.999431069259428
2083027,2022,0.851108282702449
2083051,2022,0.739612536724704
2083086,2022,0.768265086832521
2083094,2022,0.610989361070626
2083116,2022,0.554244938035886
2083140,2022,0.600755130744075
2083175,2022,0.849819543849362
2083604,2022,0.792590896113838
2083876,2022,0.921502173144902
2083981,2022,0.999432731361454
2084058,2022,0.848844751777331
2084163,2022,0.99943320212866
2084171,2022,0.844084467511508
2084228,2022,0.749267827509384
2084236,2022,0.164430055901513
2084414,2022,0.850035191569308
2084422,2022,0.800556427219502
2084473,2022,0.889978041743168
2085194,2022,0.669305259967434
2087057,2022,0.829023620587922
2087103,2022,0.802079112178665
2087111,2022,0.831470493677415
2087219,2022,0.91013607134464
2087618,2022,0.926867620257894
2087715,2022,0.931966447383276
2087804,2022,0.999433617592547
2088193,2022,0.842965797068176
2088487,2022,0.739594751999649
2088495,2022,0.688641899443971
2088517,2022,0.757173706686944
2088525,2022,0.827324948345299
2088576,2022,0.999430708942114
2089327,2022,0.738671081637505
2089335,2022,0.759134021721913
2089572,2022,0.501057901788012
2089696,2022,0.467925588712304
2089785,2022,0.600820818927282
2090236,2022,0.899929210587263
2090961,2022,0.625342906481572
2091267,2022,0.801669636168453
2091313,2022,0.618314001996576
2091399,2022,0.935514337616101
2091585,2022,0.999434858922051
2091755,2022,0.78295469570291
2092298,2022,0.933603763126022
2092611,2022,0.776886666117851
2093324,2022,0.780080624641948
2093332,2022,0.683290728819994
2096412,2022,0.899045420291245
2096463,2022,0.782253379113777
2096498,2022,0.839380326857498
2097613,2022,0.383858632141799
2097877,2022,0.789986286744723
2688433,2022,0.903205482553644
2688522,2022,0.646967768253066
2688573,2022,0.864131424751755
2688689,2022,0.928290105729694
2698374,2022,0.835647366359969
2698471,2022,0.684569186424054
2699915,2022,0.901224286120124
2702193,2022,0.899728056762454
2704900,2022,0.798597669647176
2705222,2022,0.812340482837146
2705982,2022,0.918990548421576
2708566,2022,0.0499083886710286
2708779,2022,0.909574323353066
2716097,2022,0.91776737334537
2745798,2022,0.907915017017367
2748029,2022,0.516683498124196
2748223,2022,0.915122348993613
2748568,2022,0.748856105342789
2749319,2022,0.918713963872179
2750511,2022,0.863851552981382
2750546,2022,0.999432976172889
2750988,2022,0.56164057288827
2751003,2022,0.85095462299389
2751038,2022,0.881363899504703
2751046,2022,0.889546556317751
2751623,2022,0.636174771008651
2751704,2022,0.704547791843605
2754843,2022,0.883169938292686
2755092,2022,0.790551466111876
2755130,2022,0.99943615381606
2758245,2022,0.860381050848671
2765934,2022,0.873029346595163
2765942,2022,0.840402734788806
2772310,2022,0.827309801614335
2774720,2022,0.803409946979955
2784602,2022,0.917170264817648
2785188,2022,0.923811078275691
2785382,2022,0.617325460655823
2786435,2022,0.936180885344273
2786680,2022,0.945656553735259
2790556,2022,0.999431991909626
2790564,2022,0.441749794221231
2790580,2022,0.999434741103472
2790602,2022,0.99943439243262
2790610,2022,0.769556973338012
2790637,2022,0.846095368399601
2790734,2022,0.81387225815699
2790998,2022,0.282273391078845
2791676,2022,0.849619755168076
2791692,2022,0.803647391086245
2791722,2022,0.864107389107753
2791749,2022,0.889416767147891
2792141,2022,0.999436042920602
2792168,2022,0.99943570423585
2792176,2022,0.999435090512978
2798298,2022,0.897406693170549
2812703,2022,0.451982215919607
3001466,2022,0.999430104168866
3012212,2022,0.946230507211593
3021378,2022,0.907270997261702
3028399,2022,0.999432306649578
3126838,2022,0.999431423078763
3139050,2022,0.946034375977682
3212130,2022,0.95098714970994
3223728,2022,0.257782996225418
3753433,2022,0.419465164122092
3774554,2022,0.906017301315301
4049020,2022,0.808276761539122
5200105,2022,0.940722258746771
5366828,2022,0.932879759968166
5420938,2022,0.957084644625572
5586348,2022,0.879902707206017
5718368,2022,0.963891558048302
5860490,2022,0.68211778828383
5935857,2022,0.915001495397842
6020917,2022,0.920090405054499
6053858,2022,0.938758128043463
6095666,2022,0.958175325195412
6123740,2022,0.847473903330753
6164366,2022,0.890253372090167
6236596,2022,0.99943362951985
6878687,2022,0.999432265757965
6943284,2022,0.92085949608583
6966594,2022,0.940761724783284
7320175,2022,0.769800295208689
7373465,2022,0.948427389404591
7473702,2022,0.908534257884829
7573162,2022,0.999435643600879
7580770,2022,0.857722947993949
7711980,2022,0.943592972384953
8028,2023,0.918991937570367
8036,2023,0.900488665614077
8052,2023,0.717095514390451
8923,2023,0.955554552727301
9601,2023,0.69779477810139
9628,2023,0.961658809275295
2022621,2023,0.863028226516571
2022648,2023,0.527073717514925
2023016,2023,0.878552792301344
2023474,2023,0.875947535498617
