cnes,ano,nome_fantasia,class_assistencial,porte_hospital,total_leitos,total_leitos_sus,leitos_internacao,leitos_sus,uti_total,uti_sus,diarias_internacao,diarias_uti,ocupacao_internacao,ocupacao_uti,cod_ibge,municipio,tipo_hospital,especializacao,n_linhas_resumo,qtde,qtde_obito_all,qtde_obito_sem_excl,dias_perm,valor,qtde_alta_complex,qtde_covid,dias_covid,valor_covid,n_linhas_prod,n_linhas_covid
2077620,2024,,OSS,Grande Porte,324,324,288,288,36,36,92961,5173,88.4332191780822,39.36834094368341,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,14843.0,950.0,948.0,92961.0,13750939.709999988,0.0,0.0,0.0,0.0,4001,0
2077639,2024,,Público Municipal,Grande Porte,215,177,165,165,50,12,66378,4449,110.21668742216687,101.57534246575342,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,12895.0,575.0,575.0,66378.0,13562995.950000003,17.0,0.0,0.0,0.0,1906,0
2077647,2024,,Filantrópico,Médio Porte,120,61,110,53,10,8,15466,2544,79.94830705608685,87.12328767123287,350010,Adamantina,05 HOSPITAL GERAL,N/A,1,4435.0,300.0,300.0,15466.0,4793116.590000009,4.0,0.0,0.0,0.0,2016,0
2077655,2024,,Filantrópico,Médio Porte,87,27,77,23,10,4,3900,469,46.45622394282311,32.12328767123287,355030,Sao Paulo,07 HOSPITAL ESPECIALIZADO,N/A,1,1231.0,0.0,0.0,3900.0,2647297.0599999996,263.0,0.0,0.0,0.0,494,0
2077671,2024,,OSS,Grande Porte,260,254,216,216,44,38,86108,11747,109.21867072552004,84.69358327325162,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,15719.0,841.0,841.0,86108.0,24984739.899999984,78.0,0.0,0.0,0.0,4263,0
2077701,2024,,Direta,Grande Porte,167,167,147,147,20,20,28888,5942,53.84027583636194,81.3972602739726,355030,Sao Paulo,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,1,6387.0,57.0,57.0,28888.0,9130278.520000001,0.0,0.0,0.0,0.0,513,0
2077752,2024,,Filantrópico,HPP,50,50,50,50,0,0,8944,0,49.00821917808219,0.0,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,6481.0,0.0,0.0,8944.0,2623474.09,4.0,0.0,0.0,0.0,614,0
2077957,2024,,Direta,HPP,46,46,46,46,0,0,4384,0,26.110780226325193,0.0,355030,Sao Paulo,07 HOSPITAL ESPECIALIZADO,N/A,1,833.0,5.0,5.0,4384.0,227800.9199999999,717.0,0.0,0.0,0.0,170,0
2078015,2024,,Filantrópico,Especial,1539,1472,1312,1247,227,225,322398,58106,70.83257351891115,70.7531202435312,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,53400.0,1740.0,1739.0,322398.0,199655815.52000046,11262.0,0.0,0.0,0.0,14458,0
2078031,2024,,Direta,Grande Porte,271,271,271,271,0,0,34126,0,34.50032856492948,0.0,354340,Ribeirao Preto,07 HOSPITAL ESPECIALIZADO,-,1,1421.0,2.0,2.0,34126.0,1315867.5000000007,0.0,0.0,0.0,0.0,87,0
2078074,2024,,Filantrópico,Médio Porte,112,85,102,77,10,8,19343,2537,68.82405265966909,86.88356164383562,352670,Leme,05 HOSPITAL GERAL,N/A,1,5530.0,389.0,389.0,19343.0,5093865.9800000135,1.0,0.0,0.0,0.0,2171,0
2078104,2024,,OSS,Grande Porte,267,260,237,230,30,30,73773,8036,87.87730792138177,73.38812785388127,352250,Itapevi,05 HOSPITAL GERAL,N/A,1,16131.0,551.0,551.0,73773.0,15325246.67,1.0,0.0,0.0,0.0,3061,0
2078112,2024,,Filantrópico,HPP,30,20,30,20,0,0,713,0,9.767123287671232,0.0,354490,Sales Oliveira,05 HOSPITAL GERAL,N/A,1,322.0,2.0,2.0,713.0,128135.22999999986,0.0,0.0,0.0,0.0,203,0
2078139,2024,,Filantrópico,Médio Porte,112,72,102,62,10,10,9154,2312,40.450729120636325,63.342465753424655,354150,Presidente Venceslau,05 HOSPITAL GERAL,N/A,1,2508.0,129.0,129.0,9154.0,2801912.7400000105,3.0,0.0,0.0,0.0,1408,0
2078155,2024,,Filantrópico,Médio Porte,96,63,84,53,12,10,6151,3070,31.796329800982164,84.10958904109589,351880,Guarulhos,05 HOSPITAL GERAL,N/A,1,2670.0,82.0,82.0,6151.0,9232829.33,953.0,0.0,0.0,0.0,669,0
2078198,2024,,Público Municipal,HPP,9,9,9,9,0,0,297,0,9.04109589041096,0.0,354790,Santo Antonio Da Alegria,15 UNIDADE MISTA,-,1,111.0,6.0,6.0,297.0,43640.759999999966,0.0,0.0,0.0,0.0,85,0
2078252,2024,,Filantrópico,Médio Porte,120,76,110,66,10,10,20784,2749,86.27646326276464,75.31506849315069,350650,Birigui,05 HOSPITAL GERAL,N/A,1,4535.0,256.0,254.0,20784.0,4631407.570000004,3.0,0.0,0.0,0.0,1454,0
2078287,2024,,OSS,Médio Porte,139,139,132,132,7,7,48769,2418,101.22249896222499,94.63796477495107,355030,Sao Paulo,07 HOSPITAL ESPECIALIZADO,N/A,1,14451.0,652.0,652.0,48769.0,20911540.229999997,3588.0,0.0,0.0,0.0,2480,0
2078295,2024,,Filantrópico,Médio Porte,134,84,121,74,13,10,14426,1540,53.40984820436875,42.19178082191781,355370,Taquaritinga,05 HOSPITAL GERAL,N/A,1,4350.0,188.0,188.0,14426.0,2662558.339999997,1.0,0.0,0.0,0.0,1520,0
2078325,2024,,Público Municipal,Médio Porte,103,59,83,49,20,10,16599,3390,92.80961699748393,92.87671232876713,355030,Sao Paulo,07 HOSPITAL ESPECIALIZADO,001 PEDIATRIA,1,7232.0,10.0,10.0,16599.0,5925650.3,2.0,0.0,0.0,0.0,714,0
2078341,2024,,Filantrópico,HPP,35,26,35,26,0,0,3374,0,35.55321390937829,0.0,353180,Monte Mor,05 HOSPITAL GERAL,N/A,1,1124.0,87.0,87.0,3374.0,489921.5700000004,0.0,0.0,0.0,0.0,412,0
2078384,2024,,Filantrópico,Médio Porte,58,58,58,58,0,0,17403,0,82.20595181861124,0.0,353730,Penapolis,07 HOSPITAL ESPECIALIZADO,006 PSIQUIATRIA,1,977.0,0.0,0.0,17403.0,862861.4200000002,0.0,0.0,0.0,0.0,76,0
2078414,2024,,Filantrópico,Médio Porte,61,48,51,38,10,10,8213,2857,59.214131218457105,78.27397260273973,351740,Guaira,05 HOSPITAL GERAL,N/A,1,3145.0,106.0,106.0,8213.0,4131711.930000006,98.0,0.0,0.0,0.0,1329,0
2078422,2024,,Filantrópico,HPP,38,38,28,28,10,10,3262,0,31.91780821917808,0.0,353710,Pedreira,05 HOSPITAL GERAL,N/A,1,1048.0,99.0,99.0,3262.0,591639.4500000002,0.0,0.0,0.0,0.0,642,0
2078449,2024,,Filantrópico,HPP,35,23,35,23,0,0,2500,0,29.779630732578916,0.0,353630,Patrocinio Paulista,05 HOSPITAL GERAL,N/A,1,819.0,18.0,18.0,2500.0,447413.07,0.0,0.0,0.0,0.0,359,0
2078465,2024,,Filantrópico,Médio Porte,135,50,95,36,40,14,16136,5122,122.80060882800609,100.23483365949119,350950,Campinas,05 HOSPITAL GERAL,N/A,1,1384.0,313.0,313.0,16136.0,5371852.310000004,0.0,0.0,0.0,0.0,508,0
2078473,2024,,Público Municipal,Médio Porte,135,127,117,109,18,18,36504,5010,91.75317330652256,76.25570776255708,351350,Cubatao,05 HOSPITAL GERAL,N/A,1,6481.0,301.0,301.0,36504.0,7803621.650000043,6.0,0.0,0.0,0.0,2493,0
2078503,2024,,Filantrópico,Médio Porte,90,72,80,62,10,10,20102,2820,88.82898806893505,77.26027397260275,353730,Penapolis,05 HOSPITAL GERAL,N/A,1,5369.0,403.0,402.0,20102.0,5330352.060000009,8.0,0.0,0.0,0.0,1857,0
2078511,2024,,Filantrópico,Médio Porte,81,75,71,67,10,8,9872,2438,40.368022899202614,83.4931506849315,352044,Ilha Solteira,05 HOSPITAL GERAL,N/A,1,2347.0,222.0,222.0,9872.0,2887191.2300000126,0.0,0.0,0.0,0.0,1140,0
2078538,2024,,Público Municipal,HPP,50,50,50,50,0,0,7153,0,39.1945205479452,0.0,352400,Itupeva,05 HOSPITAL GERAL,N/A,1,2108.0,70.0,70.0,7153.0,945203.5099999978,0.0,0.0,0.0,0.0,958,0
2078546,2024,,Filantrópico,HPP,40,26,40,26,0,0,1930,0,20.337197049525816,0.0,354860,Sao Bento Do Sapucai,05 HOSPITAL GERAL,N/A,1,491.0,41.0,41.0,1930.0,217847.32000000004,0.0,0.0,0.0,0.0,299,0
2078562,2024,,OSS,Grande Porte,276,276,246,246,30,30,91294,8328,101.67501948992093,76.05479452054794,352310,Itaquaquecetuba,05 HOSPITAL GERAL,N/A,1,15224.0,1060.0,1060.0,91294.0,17828315.79999994,68.0,0.0,0.0,0.0,3806,0
2078570,2024,,Filantrópico,Médio Porte,101,101,101,101,0,0,34280,0,92.98792892987929,0.0,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,1631.0,0.0,0.0,34280.0,1952366.6399999987,0.0,0.0,0.0,0.0,156,0
2078597,2024,,Filantrópico,HPP,0,0,0,0,0,0,22,0,0.0,0.0,355030,Sao Paulo,05 HOSPITAL GERAL,-,1,11.0,0.0,0.0,22.0,147712.78,11.0,0.0,0.0,0.0,8,0
2078775,2024,,Filantrópico,Grande Porte,344,261,264,201,80,60,80036,18059,109.09289170585429,82.46118721461187,350280,Aracatuba,05 HOSPITAL GERAL,N/A,1,12074.0,1265.0,1265.0,80036.0,39238287.48999991,1896.0,0.0,0.0,0.0,4696,0
2078813,2024,,Filantrópico,HPP,16,10,16,10,0,0,475,0,13.013698630136986,0.0,355220,Sorocaba,07 HOSPITAL ESPECIALIZADO,N/A,1,1972.0,0.0,0.0,475.0,8189416.089999994,872.0,0.0,0.0,0.0,598,0
2078848,2024,,Filantrópico,Médio Porte,68,55,59,48,9,7,11586,2087,66.13013698630137,81.68297455968688,350190,Amparo,05 HOSPITAL GERAL,N/A,1,3465.0,264.0,264.0,11586.0,3802462.6900000055,53.0,0.0,0.0,0.0,1560,0
2078902,2024,,Filantrópico,HPP,35,27,35,27,0,0,3042,0,30.8675799086758,0.0,353790,Pilar Do Sul,05 HOSPITAL GERAL,N/A,1,1000.0,40.0,40.0,3042.0,441903.6399999998,0.0,0.0,0.0,0.0,414,0
2078937,2024,,Filantrópico,HPP,13,12,13,12,0,0,217,0,4.954337899543379,0.0,350260,Aparecida D'Oeste,05 HOSPITAL GERAL,N/A,1,78.0,2.0,2.0,217.0,27204.089999999997,0.0,0.0,0.0,0.0,63,0
2079011,2024,,Público Municipal,Médio Porte,51,51,41,41,10,10,8916,0,59.5790177079853,0.0,351500,Embu Das Artes,05 HOSPITAL GERAL,N/A,1,1686.0,179.0,179.0,8916.0,906239.4399999984,0.0,0.0,0.0,0.0,638,0
2079097,2024,,Filantrópico,Médio Porte,61,53,51,43,10,10,9419,1901,60.01274291175534,52.082191780821915,351020,Capao Bonito,05 HOSPITAL GERAL,N/A,1,2785.0,193.0,193.0,9419.0,2675529.380000006,230.0,0.0,0.0,0.0,1004,0
2079119,2024,,OSS,HPP,49,49,49,49,0,0,8992,0,50.276768241543195,0.0,354340,Ribeirao Preto,07 HOSPITAL ESPECIALIZADO,N/A,1,4662.0,1.0,1.0,8992.0,2618351.1100000003,0.0,0.0,0.0,0.0,358,0
2079135,2024,,Filantrópico,Médio Porte,99,86,90,78,9,8,22406,2125,78.70038637161925,72.77397260273973,355400,Tatui,05 HOSPITAL GERAL,N/A,1,5243.0,273.0,273.0,22406.0,4706612.830000007,5.0,0.0,0.0,0.0,1791,0
2079178,2024,,Público Municipal,HPP,9,9,9,9,0,0,1029,0,31.32420091324201,0.0,354530,Salto De Pirapora,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,1,309.0,0.0,0.0,1029.0,152803.56999999992,0.0,0.0,0.0,0.0,49,0
2079186,2024,,Público Municipal,Grande Porte,187,187,150,150,37,37,58890,10976,107.56164383561644,81.27360236949278,355030,Sao Paulo,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,1,13693.0,63.0,62.0,58890.0,18794415.730000008,43.0,0.0,0.0,0.0,762,0
2079194,2024,,Direta,Grande Porte,161,161,161,161,0,0,14959,0,25.455628350208457,0.0,350170,Americo Brasiliense,05 HOSPITAL GERAL,N/A,1,570.0,1.0,1.0,14959.0,1226839.88,0.0,0.0,0.0,0.0,58,0
2079208,2024,,Filantrópico,Médio Porte,62,55,62,55,0,0,16889,0,84.12951432129515,0.0,353080,Mogi Mirim,05 HOSPITAL GERAL,N/A,1,559.0,7.0,7.0,16889.0,1190413.99,0.0,0.0,0.0,0.0,26,0
2079216,2024,,Filantrópico,HPP,31,30,31,30,0,0,2366,0,21.60730593607306,0.0,351100,Castilho,05 HOSPITAL GERAL,N/A,1,447.0,44.0,44.0,2366.0,194989.56000000006,0.0,0.0,0.0,0.0,306,0
2079224,2024,,Público Municipal,HPP,35,35,35,35,0,0,1310,0,10.25440313111546,0.0,352290,Itapui,05 HOSPITAL GERAL,N/A,1,217.0,21.0,21.0,1310.0,89722.3399999999,0.0,0.0,0.0,0.0,151,0
2079232,2024,,Filantrópico,Médio Porte,144,109,125,91,19,18,23022,6328,69.3120578052085,96.3165905631659,354580,Santa Barbara D'Oeste,05 HOSPITAL GERAL,N/A,1,5965.0,426.0,426.0,23022.0,8925723.39,762.0,0.0,0.0,0.0,2104,0
2079240,2024,,Direta,Grande Porte,251,247,223,219,28,28,28712,7612,35.91918433727403,74.48140900195695,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,3760.0,434.0,434.0,28712.0,7515858.7500000205,1.0,0.0,0.0,0.0,1641,0
2079291,2024,,Filantrópico,HPP,20,12,20,12,0,0,2272,0,51.87214611872146,0.0,353520,Palmeira D'Oeste,05 HOSPITAL GERAL,N/A,1,843.0,6.0,6.0,2272.0,278966.3599999995,0.0,0.0,0.0,0.0,385,0
2079313,2024,,Filantrópico,HPP,17,15,17,15,0,0,1682,0,30.72146118721461,0.0,350840,Cabreuva,05 HOSPITAL GERAL,N/A,1,532.0,18.0,18.0,1682.0,263996.1799999998,0.0,0.0,0.0,0.0,204,0
2079321,2024,,Filantrópico,Médio Porte,91,65,83,60,8,5,14078,1392,64.28310502283105,76.27397260273973,355220,Sorocaba,07 HOSPITAL ESPECIALIZADO,004 ONCOLOGIA,1,2751.0,33.0,33.0,14078.0,3217175.6200000006,216.0,0.0,0.0,0.0,667,0
2079348,2024,,Filantrópico,HPP,43,32,43,32,0,0,6274,0,53.715753424657535,0.0,352010,Igarapava,05 HOSPITAL GERAL,N/A,1,1275.0,57.0,57.0,6274.0,738158.5500000011,0.0,0.0,0.0,0.0,733,0
2079356,2024,,Filantrópico,Médio Porte,72,30,72,30,0,0,10028,0,91.57990867579909,0.0,355340,Tanabi,05 HOSPITAL GERAL,N/A,1,1420.0,32.0,32.0,10028.0,930197.8,0.0,0.0,0.0,0.0,495,0
2079364,2024,,Filantrópico,HPP,16,14,16,14,0,0,2328,0,45.55772994129158,0.0,355150,Serrana,05 HOSPITAL GERAL,N/A,1,823.0,10.0,10.0,2328.0,289617.20000000036,0.0,0.0,0.0,0.0,400,0
2079380,2024,,Filantrópico,HPP,10,10,10,10,0,0,1610,0,44.10958904109589,0.0,354500,Salesopolis,05 HOSPITAL GERAL,N/A,1,524.0,36.0,36.0,1610.0,187001.1100000001,0.0,0.0,0.0,0.0,358,0
2079399,2024,,Filantrópico,HPP,35,22,35,22,0,0,2958,0,36.83686176836862,0.0,355270,Tabatinga,05 HOSPITAL GERAL,N/A,1,839.0,21.0,21.0,2958.0,582476.2099999996,0.0,0.0,0.0,0.0,416,0
2079402,2024,,Filantrópico,HPP,16,15,16,15,0,0,117,0,2.136986301369863,0.0,350670,Boa Esperanca Do Sul,05 HOSPITAL GERAL,N/A,1,42.0,8.0,8.0,117.0,15006.810000000001,0.0,0.0,0.0,0.0,38,0
2079410,2024,,Direta,Grande Porte,162,162,134,134,28,28,40871,10112,83.56368840727868,98.94324853228963,351880,Guarulhos,05 HOSPITAL GERAL,N/A,1,5937.0,779.0,779.0,40871.0,11399402.349999987,984.0,0.0,0.0,0.0,2399,0
2079429,2024,,Filantrópico,HPP,47,38,47,38,0,0,4639,0,33.44628695025234,0.0,354530,Salto De Pirapora,05 HOSPITAL GERAL,N/A,1,1999.0,66.0,66.0,4639.0,1391285.6999999995,0.0,0.0,0.0,0.0,873,0
2079437,2024,,Filantrópico,HPP,26,22,26,22,0,0,3255,0,40.53549190535492,0.0,352880,Maracai,05 HOSPITAL GERAL,N/A,1,922.0,36.0,36.0,3255.0,630100.7699999987,0.0,0.0,0.0,0.0,468,0
2079461,2024,,Filantrópico,HPP,32,24,32,24,0,0,2785,0,31.792237442922374,0.0,350810,Buritama,05 HOSPITAL GERAL,N/A,1,681.0,54.0,54.0,2785.0,333099.0900000002,0.0,0.0,0.0,0.0,441,0
2079496,2024,,Filantrópico,HPP,15,13,15,13,0,0,81,0,1.7070600632244468,0.0,351310,Cravinhos,05 HOSPITAL GERAL,N/A,1,22.0,0.0,0.0,81.0,8324.760000000002,0.0,0.0,0.0,0.0,21,0
2079518,2024,,Filantrópico,HPP,40,25,40,25,0,0,4486,0,49.16164383561644,0.0,351360,Cunha,05 HOSPITAL GERAL,N/A,1,1277.0,70.0,70.0,4486.0,748270.8300000011,0.0,0.0,0.0,0.0,728,0
2079550,2024,,Filantrópico,HPP,23,19,23,19,0,0,2166,0,31.232876712328768,0.0,354560,Santa Adelia,05 HOSPITAL GERAL,N/A,1,675.0,22.0,22.0,2166.0,726112.6700000007,0.0,0.0,0.0,0.0,351,0
2079593,2024,,Filantrópico,Médio Porte,114,93,104,83,10,10,11224,406,37.049017989767286,11.123287671232877,354260,Registro,05 HOSPITAL GERAL,N/A,1,4460.0,121.0,121.0,11224.0,3280248.6899999976,0.0,0.0,0.0,0.0,1053,0
2079615,2024,,Público Municipal,Médio Porte,70,70,70,70,0,0,11660,0,45.63600782778865,0.0,351970,Ibiuna,05 HOSPITAL GERAL,N/A,1,3565.0,114.0,114.0,11660.0,2086816.7099999983,0.0,0.0,0.0,0.0,747,0
2079682,2024,,Filantrópico,HPP,21,10,21,10,0,0,127,0,3.4794520547945207,0.0,353250,Neves Paulista,05 HOSPITAL GERAL,N/A,1,48.0,5.0,5.0,127.0,15012.210000000005,0.0,0.0,0.0,0.0,44,0
2079690,2024,,Filantrópico,HPP,25,16,25,16,0,0,1040,0,17.80821917808219,0.0,355000,Sao Luis Do Paraitinga,05 HOSPITAL GERAL,N/A,1,204.0,24.0,24.0,1040.0,68040.05999999992,0.0,0.0,0.0,0.0,133,0
2079704,2024,,Filantrópico,Médio Porte,77,70,70,63,7,7,8169,1377,35.52511415525114,53.894324853228966,355210,Socorro,05 HOSPITAL GERAL,N/A,1,3031.0,185.0,185.0,8169.0,2359087.459999994,0.0,0.0,0.0,0.0,1215,0
2079720,2024,,OSS,Grande Porte,242,225,184,167,58,58,46281,10110,75.92650315806743,47.75625885687293,354850,Santos,05 HOSPITAL GERAL,N/A,1,7699.0,386.0,386.0,46281.0,12611528.300000029,711.0,0.0,0.0,0.0,2351,0
2079763,2024,,Filantrópico,HPP,40,40,40,40,0,0,8977,0,61.486301369863014,0.0,350320,Araraquara,07 HOSPITAL ESPECIALIZADO,006 PSIQUIATRIA,1,641.0,1.0,1.0,8977.0,677247.2900000002,0.0,0.0,0.0,0.0,74,0
2079798,2024,,Direta,Especial,629,629,523,523,106,106,182453,29882,95.57767359019356,77.23442750064616,350950,Campinas,05 HOSPITAL GERAL,N/A,1,28945.0,1375.0,1375.0,182453.0,108643238.40999974,8230.0,0.0,0.0,0.0,11043,0
2079828,2024,,OSS,Grande Porte,312,312,277,277,35,35,81425,11539,80.53508728549528,90.32485322896282,355280,Taboao Da Serra,05 HOSPITAL GERAL,N/A,1,18265.0,750.0,750.0,81425.0,35280596.579999946,1183.0,0.0,0.0,0.0,4865,0
2079836,2024,,Filantrópico,Médio Porte,78,52,69,43,9,9,9686,2545,61.7139216310927,77.47336377473364,352270,Itapolis,05 HOSPITAL GERAL,N/A,1,2844.0,174.0,174.0,9686.0,3702855.750000013,1.0,0.0,0.0,0.0,1495,0
2079852,2024,,Filantrópico,HPP,28,28,28,28,0,0,2470,0,24.168297455968688,0.0,353860,Piracaia,05 HOSPITAL GERAL,N/A,1,659.0,23.0,23.0,2470.0,217090.41999999978,0.0,0.0,0.0,0.0,303,0
2079860,2024,,Filantrópico,Médio Porte,85,85,67,67,18,18,21983,4177,89.89163770190144,63.57686453576864,355250,Suzano,05 HOSPITAL GERAL,N/A,1,5250.0,198.0,197.0,21983.0,6277260.380000003,0.0,0.0,0.0,0.0,1503,0
2079879,2024,,Filantrópico,HPP,49,34,49,34,0,0,6108,0,49.21837228041902,0.0,355380,Taquarituba,05 HOSPITAL GERAL,N/A,1,2111.0,72.0,72.0,6108.0,787666.8899999998,1.0,0.0,0.0,0.0,1051,0
2079895,2024,,Filantrópico,Médio Porte,139,89,124,76,15,13,18682,3483,67.34679163662581,73.40358271865121,352480,Jales,05 HOSPITAL GERAL,N/A,1,4966.0,319.0,319.0,18682.0,6406948.090000035,8.0,0.0,0.0,0.0,1936,0
2079909,2024,,Filantrópico,HPP,47,22,47,22,0,0,2564,0,31.930261519302615,0.0,353900,Pirangi,05 HOSPITAL GERAL,N/A,1,1069.0,16.0,16.0,2564.0,810570.21,0.0,0.0,0.0,0.0,555,0
2079917,2024,,Filantrópico,HPP,40,28,32,28,8,0,7046,0,68.94324853228963,0.0,352730,Louveira,05 HOSPITAL GERAL,N/A,1,2839.0,71.0,71.0,7046.0,1771317.4099999985,29.0,0.0,0.0,0.0,1191,0
2079925,2024,,Filantrópico,Médio Porte,92,71,82,71,10,0,11860,0,45.76500096469226,0.0,354060,Porto Feliz,05 HOSPITAL GERAL,N/A,1,4138.0,224.0,224.0,11860.0,3350499.559999996,297.0,0.0,0.0,0.0,1656,0
2079968,2024,,Filantrópico,HPP,26,24,26,24,0,0,880,0,10.045662100456621,0.0,355580,Urania,05 HOSPITAL GERAL,N/A,1,235.0,7.0,7.0,880.0,79791.83999999984,0.0,0.0,0.0,0.0,139,0
2079976,2024,,Filantrópico,HPP,46,28,46,28,0,0,5580,0,54.59882583170254,0.0,352640,Laranjal Paulista,05 HOSPITAL GERAL,N/A,1,1514.0,78.0,78.0,5580.0,774528.1899999983,0.0,0.0,0.0,0.0,654,0
2080028,2024,,Público Municipal,Grande Porte,214,214,177,177,37,37,56592,8770,87.59693522173207,64.93891151425397,351380,Diadema,05 HOSPITAL GERAL,N/A,1,9387.0,622.0,622.0,56592.0,10352195.949999964,8.0,0.0,0.0,0.0,2793,0
2080044,2024,,Filantrópico,Médio Porte,105,78,95,70,10,8,10719,2425,41.95303326810176,83.04794520547945,354940,Sao Joaquim Da Barra,05 HOSPITAL GERAL,N/A,1,3159.0,201.0,201.0,10719.0,4711857.840000004,0.0,0.0,0.0,0.0,1691,0
2080052,2024,,Filantrópico,Grande Porte,192,160,173,143,19,17,41013,4753,78.57649200114953,76.59951651893634,353060,Mogi Das Cruzes,05 HOSPITAL GERAL,N/A,1,10865.0,315.0,313.0,41013.0,11246412.479999984,712.0,0.0,0.0,0.0,2521,0
2080079,2024,,Direta,Grande Porte,266,236,223,206,43,30,28247,2796,37.567495677616705,25.534246575342465,351570,Ferraz De Vasconcelos,05 HOSPITAL GERAL,N/A,1,6733.0,344.0,344.0,28247.0,4749218.870000024,9.0,0.0,0.0,0.0,2578,0
2080087,2024,,Filantrópico,Médio Porte,55,33,55,33,0,0,5599,0,46.48401826484018,0.0,355450,Tiete,05 HOSPITAL GERAL,N/A,1,2126.0,79.0,79.0,5599.0,972634.7299999988,0.0,0.0,0.0,0.0,887,0
2080095,2024,,Filantrópico,Médio Porte,67,43,67,43,0,0,7353,0,46.84931506849315,0.0,352570,Jose Bonifacio,05 HOSPITAL GERAL,N/A,1,1802.0,103.0,103.0,7353.0,1481164.3000000012,0.0,0.0,0.0,0.0,670,0
2080109,2024,,Filantrópico,HPP,18,6,18,6,0,0,819,0,37.397260273972606,0.0,354040,Populina,05 HOSPITAL GERAL,N/A,1,201.0,2.0,2.0,819.0,81615.02999999987,0.0,0.0,0.0,0.0,132,0
2080117,2024,,Filantrópico,Médio Porte,90,90,90,90,0,0,29943,0,91.15068493150685,0.0,351620,Franca,07 HOSPITAL ESPECIALIZADO,006 PSIQUIATRIA,1,1677.0,1.0,1.0,29943.0,1550836.9799999997,0.0,0.0,0.0,0.0,164,0
2080125,2024,,Filantrópico,Médio Porte,80,80,72,72,8,8,18259,2048,69.47869101978691,70.13698630136986,355030,Sao Paulo,07 HOSPITAL ESPECIALIZADO,004 ONCOLOGIA,1,5094.0,519.0,519.0,18259.0,17664195.920000006,2099.0,0.0,0.0,0.0,1508,0
2080184,2024,,Público Municipal,HPP,30,22,22,22,8,0,7180,0,89.41469489414695,0.0,352390,Itu,05 HOSPITAL GERAL,N/A,1,2765.0,125.0,125.0,7180.0,1575918.759999996,0.0,0.0,0.0,0.0,1006,0
2080192,2024,,Direta,Grande Porte,251,251,251,251,0,0,60178,0,65.68575015008459,0.0,352390,Itu,07 HOSPITAL ESPECIALIZADO,N/A,1,2021.0,5.0,5.0,60178.0,4329222.739999999,0.0,0.0,0.0,0.0,71,0
2080222,2024,,Filantrópico,Médio Porte,53,53,53,53,0,0,17720,0,91.59989661411217,0.0,350870,Caconde,05 HOSPITAL GERAL,N/A,1,1775.0,43.0,43.0,17720.0,2743513.9700000007,0.0,0.0,0.0,0.0,706,0
2080273,2024,,OSS,Grande Porte,320,320,244,244,76,76,85036,18236,95.48169773186616,65.73900504686374,354780,Santo Andre,05 HOSPITAL GERAL,N/A,1,14023.0,966.0,966.0,85036.0,37493098.04000008,3620.0,0.0,0.0,0.0,5049,0
2080281,2024,,Filantrópico,Médio Porte,58,58,58,58,0,0,3017,0,14.251299008030232,0.0,351900,Herculandia,05 HOSPITAL GERAL,N/A,1,878.0,14.0,14.0,3017.0,339815.99000000005,0.0,0.0,0.0,0.0,399,0
2080338,2024,,OSS,Grande Porte,297,297,251,251,46,46,99198,12404,108.2770288708181,73.87730792138177,351880,Guarulhos,05 HOSPITAL GERAL,N/A,1,17887.0,1421.0,1421.0,99198.0,22497110.669999942,1102.0,0.0,0.0,0.0,4870,0
2080346,2024,,Público Municipal,Grande Porte,392,385,310,310,82,75,111169,17958,98.2492266902342,65.6,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,9396.0,1215.0,1215.0,111169.0,23561934.07999999,385.0,0.0,0.0,0.0,4065,0
2080354,2024,,Filantrópico,Grande Porte,157,75,139,66,18,9,11190,2438,46.4508094645081,74.21613394216133,354850,Santos,07 HOSPITAL ESPECIALIZADO,004 ONCOLOGIA,1,1799.0,191.0,191.0,11190.0,3852468.019999999,241.0,0.0,0.0,0.0,893,0
2080362,2024,,Filantrópico,HPP,36,4,36,4,0,0,1241,0,85.0,0.0,352070,Indiapora,05 HOSPITAL GERAL,N/A,1,399.0,5.0,5.0,1241.0,161882.90999999968,0.0,0.0,0.0,0.0,260,0
2080370,2024,,Filantrópico,Médio Porte,54,46,54,46,0,0,3458,0,20.59559261465158,0.0,353890,Pirajui,05 HOSPITAL GERAL,N/A,1,1461.0,58.0,58.0,3458.0,745153.16,0.0,0.0,0.0,0.0,728,0
2080400,2024,,Filantrópico,Grande Porte,151,100,131,91,20,9,28006,3358,84.31732650910733,102.22222222222223,354340,Ribeirao Preto,05 HOSPITAL GERAL,N/A,1,7618.0,484.0,484.0,28006.0,18292484.400000002,1710.0,0.0,0.0,0.0,3065,0
